text,labels,source,pred,pred_label,true_label,confidence
"""First surprise birthday ever, best night I`ve had in a **** long time!""",1,twitter_test,0,positive,neutral,0.99322355
ตอบ สินค้านี้ ลอรีเอะ ซุปเปอร์ เจนเทิลพลัส 25-30 ซม. 6-7ชิ้น ราคา 21 บาท,0,wisesight_test,1,neutral,positive,0.9930971
"""Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee""",0,twitter_test,1,neutral,positive,0.99304855
"""i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back""",1,twitter_test,0,positive,neutral,0.99283504
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",2,sst2_val,0,positive,negative,0.9925895
intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,0,sst2_val,2,negative,positive,0.99240464
มีปล่อยอิสระบ้าง แต่ส่วนมากไม่ถึงชั่วโมง เป็นเวลากินข้าว หรือไม่ก็ให้นั่งให้ยืนโง่ๆ การบรีฟงานก็ห่วย ไม่ต้องบรีฟก็ได้ ถึงเวลาจริงการบรีฟไม่ช่วยอะไรเลย บอกมีปัญหาให้ติดต่อสตาฟบางคน ถึงเวลาจริงติดต่อไม่ได้ ถ้ารับมือไม่ได้ก็โดนด่าทั้งลูกค้าทั้งจากบริษัทเอง,1,wisesight_test,2,negative,neutral,0.9923804
"ผิวบอบบางยิ่งต้องดูแลเป็นพิเศษ… ใหม่! กันแดดสูตรอ่อนโยน เนื้อน้ำนม บางเบา เพื่อผิวแพ้ง่าย ANESSA Essence UV Sunscreen Mild Milk SPF 35 PA+++ และ ANESSA Perfect UV Sunscreen Mild Milk SPF 50+ PA++++ ปกป้องได้ทั้งผิวหน้า และผิวกาย ปราศจากสารเติมแต่งทั้ง น้ำหอม แอลกอฮอล์ และพาราเบน เพื่อดูแลผิวบอบบางแพ้ง่ายโดยเฉพาะ หาซื้อได้แล้ววันนี้ที่ Watsons, Boots, EVEANDBOY, Tsuruha, Matsumoto และ Home Fresh Mart #ANESSA #ANESSABeautySuncare #Sunscreen #ANESSAThailand",0,wisesight_test,1,neutral,positive,0.9921915
"""Friday Night Magic last night, I lost so bad  I suck at draft""",1,twitter_test,2,negative,neutral,0.9920248
"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . ",2,sst2_val,0,positive,negative,0.9919287
I`m loving Please Don`t Leave Me by Pink!,1,twitter_test,0,positive,neutral,0.9918075
i`m still in bed and on the laptop ...yep borin !!!,1,twitter_test,2,negative,neutral,0.9917
it 's everything you do n't go to the movies for . ,2,sst2_val,0,positive,negative,0.99147683
"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",2,sst2_val,0,positive,negative,0.99146384
""" ohh snapp, have fun""",1,twitter_test,0,positive,neutral,0.99126995
บาร์บีก้อนเละอ่ะ บอกเลย 😑,1,wisesight_test,2,negative,neutral,0.9908221
เป็นโปรโมชั่นเปิดสาขาใหม่นะคะ,0,wisesight_test,1,neutral,positive,0.9908131
"""Slept in, woke up with an iced coffee, lazed about & went out for a late lunch with the BF. It`s been a sweet little laid-back Saturday.""",1,twitter_test,0,positive,neutral,0.99078697
Wango tango!!! Good night all,1,twitter_test,0,positive,neutral,0.990466
Thanks    ? http://blip.fm/~5z6n8,1,twitter_test,0,positive,neutral,0.99043685
ชิ้นส่วนนี้คือรถ TOYOTA C-HR,0,wisesight_test,1,neutral,positive,0.9901878
no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . ,0,sst2_val,2,negative,positive,0.99006265
ลีโอ..ต้องขอนแข่น.กับสิง.ถึงจะได้รสชาติ..ถ้าเป็นปทุมนี่ผมไม่กินเลยจืดมาก..,1,wisesight_test,2,negative,neutral,0.98995435
its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,0,twitter_test,2,negative,positive,0.9899524
"""For US tweeps, don`t forget to call your mom today...""",0,twitter_test,1,neutral,positive,0.9898762
Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,1,twitter_test,0,positive,neutral,0.9898375
all alone for the weekend!,2,twitter_test,1,neutral,negative,0.9897988
อยากกินซูชิ,1,wisesight_test,0,positive,neutral,0.98958194
"""eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle""",1,twitter_test,2,negative,neutral,0.98933333
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",2,sst2_val,0,positive,negative,0.98917526
( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,0,sst2_val,2,negative,positive,0.989111
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",0,sst2_val,2,negative,positive,0.98894554
soo **** stressed out...I think I could possibly lose it,0,twitter_test,2,negative,positive,0.98884434
vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,2,sst2_val,0,positive,negative,0.9888334
แต่ละเมนู​น่าโดนมากๆๆๆ😋😋😋😋,1,wisesight_test,0,positive,neutral,0.9888177
Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.,1,twitter_test,0,positive,neutral,0.98878443
Fc. นาวาร่า,0,wisesight_test,1,neutral,positive,0.98864347
will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0,twitter_test,1,neutral,positive,0.98858964
well that propels people to change direction. No point wasting your days on something you lost the passion for.,2,twitter_test,0,positive,negative,0.9885793
แถวรามคำแหงและศรีนครินทร์มีสาขาไหนร่วมรายการบ้างคะ,0,wisesight_test,1,neutral,positive,0.988366
เบียร์ช้างขายขวดละ 115 บาท คืออะไร,2,wisesight_test,1,neutral,negative,0.9883613
"""_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,""",2,twitter_test,1,neutral,negative,0.9882569
ปีที่แล้วทะเลาะกับพ่อหนักมากหนักสุดล้ะ เดินร้องไห้ออกจากบ้าน เดินเรื่อยๆจนถึงหน้าปากซอยแล้วโบกแท็กซี่ไปห้าง ซื้อๆๆๆๆๆ ซื้อแม่งให้หมด,1,wisesight_test,2,negative,neutral,0.98807424
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,2,sst2_val,0,positive,negative,0.98797464
quite,1,twitter_test,0,positive,neutral,0.98794925
พลีส.,0,wisesight_test,1,neutral,positive,0.9877395
well there go my peace corps prospects.,0,twitter_test,1,neutral,positive,0.98733354
สนามบินที่มิลานโน​อิตาลี​ ราคาไม่เป็น​แพงราคาก็เหมือนข้างนอกเพราเรากินแมคโดนัท​ ดูราคาแล้วเท่ากัน,1,wisesight_test,2,negative,neutral,0.98721004
out to play,1,twitter_test,0,positive,neutral,0.98717195
คู่แข่งเตรียมหนาว! หลุด 'Toyota Corolla 2018' เวอร์ชั่นญี่ปุ่น มีหน้าตาเหมือน Auris ที่เปิดตัวไปก่อนหน้านี้,0,wisesight_test,1,neutral,positive,0.98715496
it is so unfair that all the good rock shows happen only in B`lore and Pune,0,twitter_test,2,negative,positive,0.98686415
""" thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.""",1,twitter_test,0,positive,neutral,0.9868314
"... routine , harmless diversion and little else . ",0,sst2_val,2,negative,positive,0.98666954
ตั้งใจหรือไม่ตั้งใจก็ต้องรับผิดชอบไห้เขาไม่ใช่ปัเความรับผิดชอบแบบม้าๆ.รีโว่ยังเปนรถใหม่ยุเลยแต่เสือกไม่ทำประกัน,1,wisesight_test,2,negative,neutral,0.9865845
I lost 15 dollars. I always lose my money,1,twitter_test,2,negative,neutral,0.98634523
"""Wow, the new Google icons suck   http://bit.ly/z7JIE""",1,twitter_test,2,negative,neutral,0.9862555
we get so bored with routine.. lol!,1,twitter_test,2,negative,neutral,0.98616564
ถ้าผมบริหารโรงงานยาสูบไทยนะ ตอน E-Cig กำลังมาผมนี่รีบทุ่มเงินวิจัยเลย ทำ E-Cig ของในประเทศ ไม่เสียภาษีนำเข้า ทำกลิ่นเฉพาะที่คนไทยคุ้นเคยและแปลกใหม่ไม่เหมือนประเทศอื่น กลิ่นตะไคร้ แล้วโฆษณาว่าช่วยไล่ยุงได้ กลิ่นการบูร หรือทำกลิ่นแปลกๆแบบกลิ่นผัดไท กลิ่นต้มยำ เอาแม่งให้หมดอะ 555,1,wisesight_test,2,negative,neutral,0.985965
make it full girl 120%,1,twitter_test,0,positive,neutral,0.9859474
curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,1,twitter_test,2,negative,neutral,0.9858517
คือกุชอบกินบาบิก้อนอ่ะ แล้วแบบ,2,wisesight_test,0,positive,negative,0.9857862
พี่เอาบุหรี่ไฟฟ้า เปนมวนมันเหม็น,0,wisesight_test,2,negative,positive,0.9856229
นับวันยิ่งเพี้ยนเนอะ,1,wisesight_test,2,negative,neutral,0.98556024
ถ้าไม่ใช้คูปอง ส่งมาทางนี้ได้นะคะ,0,wisesight_test,1,neutral,positive,0.9854741
Dongfeng-Nissan ค่ายรถร่วมทุนในจีน..โชว์รถ SUV แนวคิดสุดหรู ดีไซน์ไม่แพ้ค่ายรถยุโรป!!,0,wisesight_test,1,neutral,positive,0.98538303
Car shopping with kacy yay,0,twitter_test,1,neutral,positive,0.9852409
I sure she can,0,twitter_test,1,neutral,positive,0.9851907
ที่ปิ้งขนมปัง มีความตะมุตะมิ ปิ้งแล้วเปนรูปบาร์บีกอน,0,wisesight_test,2,negative,positive,0.98502076
ความญี่ปุ๊นญี่ปุ่นคือเขาออก Product ออกมาตอบสนองทุกความต้องการได้ อย่างตอนนี้ญี่ปุ่นเป็นสังคมผู้สูงอายุ บริษัทเครื่องเขียนชื่อ Kokuyo เลยทำชุดพินัยกรรมสำเร็จรูปพร้อมคู่มือแบบเข้าใจง่าย และยังมีสมุดบันทึกข้อมูลสำคัญ บัญชีธนาคาร รหัสผ่านต่างๆ เผื่อตายไปคนอื่นจะได้ช่วยจัดการต่อได้,0,wisesight_test,1,neutral,positive,0.98479134
ป่ะๆๆกินกัน,1,wisesight_test,0,positive,neutral,0.98470426
"""Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!""",1,twitter_test,2,negative,neutral,0.98467445
การ์นิเย่ เอจเลส ไวท์ สูตรเพื่อผิวอายุ 30+ และมี SPF30/PA+++ เพราะเป็นเซรั่มครีมที่ลดเลือนริ้วรอบ ผิวกระจ่างใสคะ,0,wisesight_test,1,neutral,positive,0.9845509
Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a **** night,0,twitter_test,2,negative,positive,0.9845478
hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,1,twitter_test,0,positive,neutral,0.9845121
พี่ฟลุคสู้ๆ,1,wisesight_test,0,positive,neutral,0.984278
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",0,sst2_val,2,negative,positive,0.98422223
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",0,sst2_val,2,negative,positive,0.9840746
ชอบที่สุดเลย Honda accord hybrid ขับสบาย ระบบความปลอดภัยเยี่ยม กว้างขวาง ขับขึ้นเหนือล่องใต้ก็ไม่ต้องกังวล กินน้ำมันน้อย สิ่งอำนวยความสะดวกครบครัน. #ฮอนด้าที่รัก #EnjoyHondaThailand,1,wisesight_test,0,positive,neutral,0.98406374
11:11 pm Perrrfect universal alignment.    <33,1,twitter_test,0,positive,neutral,0.9840507
""" Yes, have to be right for church""",0,twitter_test,1,neutral,positive,0.98396087
โปรเฉพาะแค่6ชิ้นหรอ ไปซื้อมาจะซื้อ10ชิ้น พนง.บอกไม่ร่วมรายการ แถมหน้าเหวี่ยงไปอี้ก 😏,1,wisesight_test,2,negative,neutral,0.98393965
เดี๋ยวนี้พนักงานที่สนามบินบางคนทำไมถึงพูดจาและแสดงกิริยาออกมาแย่จัง เห็นเป็นต่างชาติแล้วเหวี่ยงภาษาไทย ถึงเค้าจะฟังไม่ออก แต่กิริยาที่ออกมาไม่น่าดูเลย เป็นคนไทยเองเห็นยังแย่,0,wisesight_test,2,negative,positive,0.98387367
is fixin to clean the house for my mom for mother`s day,0,twitter_test,1,neutral,positive,0.98386496
กลิ่นเหมือนเรชแต่โคตรเมาอะ,1,wisesight_test,2,negative,neutral,0.9836993
Dang I should have stuck with him in my fantasty picks,1,twitter_test,2,negative,neutral,0.9835016
จัดจ้านในย่านป้อมปราบศัตรูพ่าย @ Ba hao 八號,0,wisesight_test,1,neutral,positive,0.98324734
Birthday tomorrow. Doing jack **** all weekend,2,twitter_test,1,neutral,negative,0.98321784
ไทยแลนด์ ไทยแลนด์ ไทยแลนด์,2,wisesight_test,1,neutral,negative,0.98319626
Still sick  bout to play some ps3 till the laker game starts,1,twitter_test,2,negative,neutral,0.98316354
Hey Mitchel when will you be live again? I didn`t get a chance to call you,2,twitter_test,1,neutral,negative,0.983096
I`m looking forward too see and hear you in Norway!! Live fast!,1,twitter_test,0,positive,neutral,0.982998
ตั้งใจชนอะ revo รุ่นใหม่สตาร์ในเกียร์ได้เหรอ เข็ดไปอีกนาน bm,1,wisesight_test,2,negative,neutral,0.9829931
นับวันยิ่งบัดสบขึ้นทุกวัน,1,wisesight_test,2,negative,neutral,0.9828888
"""WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow""",1,twitter_test,2,negative,neutral,0.98285484
ทีมงานต้องขออภัยเป็นอย่างยิ่งครับ เนื่องจากรถยนต์รุ่นดังกล่าวได้รับความนิยมและมียอดการสั่งจองค่อนข้างมาก จึงทำให้อาจเกิดความล่าช้าในการส่งมอบ ทั้งนี้ ทาง MG กำลังดำเนินการอย่างเร็วที่สุด เพื่อตอบสนองทุกความต้องการของทุกท่านครับ,2,wisesight_test,1,neutral,negative,0.98278344
ล่าสุดร้อง กินอะไร กินอะไรไปกิน mk แม่งงง 555555555,1,wisesight_test,2,negative,neutral,0.98242503
insomniaa.  been trying to sleep for 2 hours . :|,1,twitter_test,2,negative,neutral,0.9824223
ชุดตอกไข่ยังมีอยู่ไมคะ,0,wisesight_test,1,neutral,positive,0.98190826
""" I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit""",0,twitter_test,1,neutral,positive,0.9817405
rarely has leukemia looked so shimmering and benign . ,2,sst2_val,0,positive,negative,0.980907
// i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,1,twitter_test,2,negative,neutral,0.98082215
Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,0,twitter_test,2,negative,positive,0.98064166
"""In my moms hair salon, dying my hair""",1,twitter_test,2,negative,neutral,0.9805598
Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,0,twitter_test,1,neutral,positive,0.9805047
"ยอดขายรถยนต์กลุ่ม C-Segment ในเดือนกุมภาพันธ์ที่ผ่านมา Honda Civic นั้นยังคงครองอันดับ 1 ตั้งแต่เปิดตัว ด้วยยอดขายกว่า 2,000 คันทุกเดือน . ขณะที่ในกลุ่ม D-Segment นั้น Toyota Camry และ Honda Accord นั้นยังคงเป็นคู่ปรับตลอดกาล ซึ่งทั้งคู่ต่างก็มีรุ่น Hybrid ทำตลาดเช่นกัน โดยอันดับ 1 นั้นตกเป็นของ Honda Accord ตามาด้วย Toyota Camry และ Nissan Teana ตามลำดับ . ใครสนใจรถค่ายนี้อยู่ไปดูกันครับว่ามีรุ่นไหนเด็ดๆ อีกบ้าง",0,wisesight_test,1,neutral,positive,0.98018056
มันไม่ใช่ไข่พยาธิ #แต่มันคือตัวอ่อนพยาธิเลย!!!!!!!! https://m.facebook.com/story.php?story_fbid=10154963647346455&id=51620386454,2,wisesight_test,1,neutral,negative,0.9800975
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",2,sst2_val,0,positive,negative,0.98003745
All ready for work... except my arm,2,twitter_test,1,neutral,negative,0.9796704
Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,1,twitter_test,2,negative,neutral,0.97954077
look who I found just for you  --->  http://twitter.com/DJT2009,0,twitter_test,1,neutral,positive,0.9794166
แสดงสด มหาหิงค์ งานลีโอเบียร์ concert มันส์ๆเบสหนักๆ,2,wisesight_test,1,neutral,negative,0.97908264
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,1,twitter_test,2,negative,neutral,0.978844
""" if I skipped, that could get messy   ROFL""",1,twitter_test,2,negative,neutral,0.97883886
I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,1,twitter_test,2,negative,neutral,0.9787635
กุนึกว่าขวดเบียร์ช้างสัส5555,1,wisesight_test,2,negative,neutral,0.97874624
"""  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****""",1,twitter_test,2,negative,neutral,0.9787361
- That Jasper clip is my first 'favorite' Twitter message.,1,twitter_test,0,positive,neutral,0.97844523
Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,2,twitter_test,1,neutral,negative,0.9783125
**** fiesta at my house in my mouth  hit me up for the password,1,twitter_test,2,negative,neutral,0.9783025
จะไปแซะคนที่เค้าแห่ไปลิโด กับเขาดินก่อนปิดทำไม คือเค้าไม่ได้เรียกร้องให้มันอยู่ต่อ เค้ายอมรับแล้ว เค้าถึงไปส่งท้ายไง ตอนมีอยู่ไม่ได้ไป แล้วมึงจะให้กูไปเลี้ยงยีราฟอาทิตย์ละห้าวันหรือไง คือมันไม่ได้ตอบโจทย์การไปบ่อย ๆ อะ การไปรำลึกส่งท้ายมันเลวร้ายมากเลยเหรอ,1,wisesight_test,2,negative,neutral,0.9781747
"you wo n't like roger , but you will quickly recognize him . ",2,sst2_val,0,positive,negative,0.97804046
ไปหาผ้ามาขาย,0,wisesight_test,1,neutral,positive,0.9780271
"""48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are""",0,twitter_test,1,neutral,positive,0.9779919
Britain`s got Torture - Edelcries...,2,twitter_test,1,neutral,negative,0.97775316
มันกลัวคนบอกว่าฮอนด้าเกียร์เปราะบอบบาง ถ้านำมาวิ่งแท๊กซี่จะพังง่ายขึ้นไปอีก,1,wisesight_test,2,negative,neutral,0.9777223
ไม่ชอบต้ม ชอบปิ้งย่างงง,1,wisesight_test,2,negative,neutral,0.9777193
Got a sunburn from Coney Island bike ride,1,twitter_test,2,negative,neutral,0.9775799
cannot relaxing because she have to practice for her graduation,1,twitter_test,2,negative,neutral,0.977472
"Elasgrow ช่วยปรับโครงสร้างผิวให้กระชับมาจากภายใน, 3D Hyaluronic Acids ทำหน้าที่สร้างตาข่ายล็อคความชุ่มชื่นล้ำลึกได้อย่างยาวนาน ซึ่งทั้ง 2 ส่วนประกอบจะร่วมกันซ่อมผิวแก่ให้ดูอ่อนเยาว์ได้ หลังการบำรุงด้วย Hada Labo Anti-Aging Lotion เป็นประจำนะคะ #HadaLaboAntiAgingLotion #1stStepAntiAging #โลชั่นซ่อมผิวแก่",0,wisesight_test,1,neutral,positive,0.9774049
your test works fine for me  tweetdeck is so cool eh?,1,twitter_test,0,positive,neutral,0.9771129
แพทไปรายการไหนก็จะเอาDr.jillมา,2,wisesight_test,1,neutral,negative,0.9770158
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0,sst2_val,2,negative,positive,0.9768574
ไม่เคยเห็นมันซื้อกิน .,1,wisesight_test,2,negative,neutral,0.9767012
ส่วนผสมสำคัญจากธรรมชาติ(Active Ingredient)ของ Smooth E Acne clear Makeup Cleansing Water คือ 1.Mango Steen Extract สารสกัดธรรมชาติจากเปลือกมังคุด มีคุณสมบัติช่วยสลายต้นตอของการเกิดสิว ป้องกันและดูแลปัญหาสิว สิวอุดตัน 2.Centulla Asiatica Extractสารสกัดธรรมชาติจากใบบัวบก มีคุณสมบัติช่วยลดเลือนริ้วรอย รอยดำ รอยแดงจากสิว #สมูทอีคลีนซิ่งวอเตอร์,0,wisesight_test,1,neutral,positive,0.9767011
อยากกินบาร์บีกอนคัตสรรเซตหมู 🐽🐽🐽🐽🐽#BARBQPlaza 💕,1,wisesight_test,0,positive,neutral,0.9766501
is feelin it,1,twitter_test,0,positive,neutral,0.9765721
ตามครับ..เพราะใช้ Honda. อยู่..,2,wisesight_test,1,neutral,negative,0.9765386
_stjohn That`s what we hope for!,1,twitter_test,0,positive,neutral,0.9762157
_me Thanks! Kinda bittersweet though,1,twitter_test,0,positive,neutral,0.9752602
ผ้าอนามัย elis นี่คือที่สุด อยากเจอคนที่พัฒนาแถบกาว ติดแน่นแบบแกะทีเป้ากกน. กูจะขาด ต้องค่อยๆแงะออก นอนดิ้นให้ตายก็ไม่หลุดไม่ขยับ อยากให้แบ่งความรู้เทคโนโลยีกาวนี้ให้เจ้าอื่นบ้างค่ะ55555555 #ของดีบอกต่อ #ไว้รีวิวห้ามขายของโว้ยยย,0,wisesight_test,2,negative,positive,0.97522485
grrrrrrrrrrrrrr ive barely read any of it,1,twitter_test,2,negative,neutral,0.97512555
reign of fire looks as if it was made without much thought -- and is best watched that way . ,0,sst2_val,2,negative,positive,0.9745894
WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,1,twitter_test,2,negative,neutral,0.9745184
""" Yup, but what they going do??? He`s the Mother Effin Champion!!!! LOL""",1,twitter_test,0,positive,neutral,0.9745175
เปลี่ยนจากคำว่ารักเป็นเบียร์ช้างลังนึงได้ป่าว,0,wisesight_test,1,neutral,positive,0.97450805
นิสสัน ผุดโรงงาน รีไซเคิลแบตเตอรี่รถยนต์อีวี #นิสสัน #แบตเตอรี่ #รถยนต์อีวี #prachachat,0,wisesight_test,1,neutral,positive,0.97412294
"""look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x""",1,twitter_test,0,positive,neutral,0.97410554
