text,labels,source,pred,pred_label,true_label,confidence
สวัสดีครับเฮียมาร์ค มีเรื่องเล่าแชร์จากประสบการณ์วันที่22ตุลาคม2560 ผมยอมรับนะครับที่ผมผิดเพราะผมดื่มเบียร์ช้าง1กระป๋องและขับรถเข้าบ้านพักแต่ก่อนจะเข้าบ้านมีด่านตรวจแอลกอฮอร์ผมเป่าแล้วค่าแอลกอฮอร์ขึ้นมาที่#52มิลลิ กรัม.เกินมา2มิลลิกรัมแต่สิ่งที่ตำรวจผิดกับผมคือ คนที่เมาจริงๆค่าแอลกอฮอร์ขึ้น200-300มันไม่จับครับ เพราะมันเรียกหลักหมื่นมันบอกผมว่าต่ำกว่าหมื่นไม่ต้องคุยกันวันนี้ผมเลยยอมมาขึ้นศาลดีกว่าแค่4000บาทดีกว่าเสียเงินให้มัน สรุปมีแค่ผมกับน้องคนหนึ่งที่โดนส่วนคนอื่นๆ20กว่าคนรอดตัวเพราะมีเงินจ่ายในมุมมืดๆ..สังคมคนจนอยู่ลำบากอย่างเฮียว่าจริงๆครับ #สิ่งที่น่ากลัวกว่าที่ผมผิดคือ ผู้กองที่ตั้งด่านเพิ่งอายุไม่ถึง30 ลองคิดดูนะครับกว่าจะเกษียนมันมีเวลาโกงบ้านโกงเมืองไทยอีกมากโขเลย555 ดั่งคำขวัญที่ว่าตำรวจคือที่พึ่งของประชาชนจริงๆ ตำรวจกำลังทำดีเพื่อพ่อจริงๆครับ ถ.ราชพฤกษ์ตัดใหม่ สน.บางเสาธง,2,wisesight_test,1,neutral,negative,0.89697856
กำลังอยากกิน 555,1,wisesight_test,0,positive,neutral,0.89542747
อยากทำงานกับงานเบียร์ลีโอ,1,wisesight_test,0,positive,neutral,0.8944585
เห็นได้ชัดว่า ตุลาการทั้ง 5 คนเป็นคนของ #คสช. แต่งตั้งโดย #คสช. มาตัดสินคดีเกี่ยวกับพรรคการเมืองที่อยู่ตรงข้ามกับ #คสช. มันจะไม่เป็น conflict of interest หรือ อย่างน้อยสุด ทั้ง 5 คนต้องถอนตัว recuse จากการเป็นองค์คณะในคดีนี้,2,wisesight_test,1,neutral,negative,0.8936845
ช้าไปอยากกิน,1,wisesight_test,0,positive,neutral,0.8927318
😣😣,2,wisesight_test,1,neutral,negative,0.8922561
ใช้มิตซูบิชิอยู่ 2 คันคือปาเจโร่สปอร์ตโฉมใหม่ และ แอททราจชอบทั้งคู่ใช้งานได้ดีจริงๆ,0,wisesight_test,1,neutral,positive,0.889781
🤤🤤🤤🤤🤤🤤,0,wisesight_test,1,neutral,positive,0.8888548
เหล้าแดงนี่ดิ ขึ้น 30 บาท/ขวด เลยรึ แสงโสมขวดละ 300 งี้ พระเจ้าช่วย!!!!!,2,wisesight_test,1,neutral,negative,0.88806003
แถวรามคำแหงและศรีนครินทร์มีสาขาไหนร่วมรายการบ้างคะ,0,wisesight_test,1,neutral,positive,0.8877842
🤣🤣🤣🤣,0,wisesight_test,1,neutral,positive,0.88717777
กลางคืนค่ะมันสบายดีเเละซึมซับได้ดีค่ะ ใส่ทั้งกลางวันเเละกลางคืน #รักเลยลอรีเอะ😍,0,wisesight_test,1,neutral,positive,0.8864266
https://shopee.co.th/ekk663 กันแดด Biore ถูกสุด,0,wisesight_test,1,neutral,positive,0.8857115
มึง อยากกิน,1,wisesight_test,0,positive,neutral,0.88508797
เดี๋ยวส่งมาให้เอง 55,0,wisesight_test,1,neutral,positive,0.8835627
ไป!ไปนอน,1,wisesight_test,0,positive,neutral,0.88089
เป็นโปรโมชั่นเปิดสาขาใหม่นะคะ,0,wisesight_test,1,neutral,positive,0.8792938
อยากกิน เมื่อไหร่จะมีรีฟิล,1,wisesight_test,0,positive,neutral,0.87901765
เชียงรายเจ้าค่ะ😂,0,wisesight_test,1,neutral,positive,0.8787371
รีบมาเลี้ยงสิร่ะ,0,wisesight_test,1,neutral,positive,0.8768828
👍👍,0,wisesight_test,1,neutral,positive,0.8768429
👍👍👍,0,wisesight_test,1,neutral,positive,0.8761188
"ตันที่ 26/3/2561 นำรถไปเปลี่ยนนำ้มัน ครบ 10,000กิโล ที่ศูนย์honda นครพนม เมื่อเปลี่ยนถ่ายน้ำเครื่องเสร็จแล้ว หลวงปู่ทอด ในรถหายไป ทางศูนย์ honda นครพนม ไม่มีการรับผิดชอบ หรือตรวจสอบใดๆให้ลูกค้าเลย ผู้จัดการศูนย์แจ้งว่าที่นี้ไม่มีขโมย ไม่มีเซียนพระ ระหว่างรับบริการไม่มีการนำน้ำดื่มมาให้บริการ เสียความรู้สึกมากคะ",2,wisesight_test,1,neutral,negative,0.87572277
ขอให้ปีนี้ได้เสพบรรยากาศดีๆอีกครั้ง #Sangsom #GypsyCarnival2018,0,wisesight_test,1,neutral,positive,0.87539417
อด 555 มันต้องใช้บัตรเครดิตจ่สยถึงจะได้กินเปิดในราคา108,0,wisesight_test,1,neutral,positive,0.87384737
สาขาซีคอนปิดปรับปรุงนานนนนจังคะ,2,wisesight_test,1,neutral,negative,0.8722158
สวยอ่ะ ซีวิค3ประตู,0,wisesight_test,1,neutral,positive,0.86733246
ขอบคุนคะ,1,wisesight_test,0,positive,neutral,0.86320865
ไปดิ,1,wisesight_test,0,positive,neutral,0.8546774
ควยที่3เป็นHeinekenครับ,2,wisesight_test,1,neutral,negative,0.85383224
เห้ยทีไป13 มันเป้นเบียร์ช้างเราจะกินกันได้เหรอ,2,wisesight_test,1,neutral,negative,0.8535531
ใครมาก็ได้ถ้าเป็นToyotaBuzzเพราะเขาเป็นโชว์รูมสุดยอดอยู่แล้ว #ToyotaBuzz #อายกมลเนตร,0,wisesight_test,1,neutral,positive,0.8526534
"ผิวบอบบางยิ่งต้องดูแลเป็นพิเศษ… ใหม่! กันแดดสูตรอ่อนโยน เนื้อน้ำนม บางเบา เพื่อผิวแพ้ง่าย ANESSA Essence UV Sunscreen Mild Milk SPF 35 PA+++ และ ANESSA Perfect UV Sunscreen Mild Milk SPF 50+ PA++++ ปกป้องได้ทั้งผิวหน้า และผิวกาย ปราศจากสารเติมแต่งทั้ง น้ำหอม แอลกอฮอล์ และพาราเบน เพื่อดูแลผิวบอบบางแพ้ง่ายโดยเฉพาะ หาซื้อได้แล้ววันนี้ที่ Watsons, Boots, EVEANDBOY, Tsuruha, Matsumoto และ Home Fresh Mart #ANESSA #ANESSABeautySuncare #Sunscreen #ANESSAThailand",0,wisesight_test,1,neutral,positive,0.8526527
หิวอห....😣,0,wisesight_test,1,neutral,positive,0.8523099
เลี้ยงนะ555,0,wisesight_test,1,neutral,positive,0.8522438
หาซื้อผ้าอนามัยลอรีเอะ ซูเปอร์ เจนเทิล พลัส ได้ที่ 7-Eleven ทุกสาขาได้เลยนะคะ :) http://www.lauriermybrand.com/2013/l-product/super_gen.html,0,wisesight_test,1,neutral,positive,0.8519685
อาทิตย์หน้าไหม ละ,0,wisesight_test,1,neutral,positive,0.84650815
พรุ่งนี้เลยดีไหม,0,wisesight_test,1,neutral,positive,0.84578425
หืออออออ Blend 285 นี้มันแบรนด์สินค้าประเภทไหนนะ,2,wisesight_test,1,neutral,negative,0.84465957
Fc. นาวาร่า,0,wisesight_test,1,neutral,positive,0.8428859
สวยจัง โบราณแบบmodern 5555,0,wisesight_test,1,neutral,positive,0.8419462
หมดแล้วนิคะ 😂😂😂 ให้น้อยไปป่าว,2,wisesight_test,1,neutral,negative,0.8418361
สวยหรู สดุดตา ใครๆหลายคน นิสสันนาวารา ปิกอัพ รถคุณภาพดี มีความไว น่าใช้มากๆ,0,wisesight_test,1,neutral,positive,0.83963066
มันก็จะน่าทานมากๆ เลยนะคะ ^^,0,wisesight_test,1,neutral,positive,0.83945656
ที่รัก,0,wisesight_test,1,neutral,positive,0.83814
สนใจ Mazda 2 ครับ,0,wisesight_test,1,neutral,positive,0.834884
Tom Fordก็ทำLiquid lipstick แล้วววว #Goodbyesalary😂,0,wisesight_test,1,neutral,positive,0.834405
😁,0,wisesight_test,1,neutral,positive,0.83366996
โอ๊ยยยอยากกินแสงโสม,1,wisesight_test,0,positive,neutral,0.8333629
อยากกิน แต่สระบุรี ปิดถาวร,2,wisesight_test,0,positive,negative,0.8332682
เบียร์ช้างขายขวดละ 115 บาท คืออะไร,2,wisesight_test,1,neutral,negative,0.8329768
ได้รับของแล้วคะ,0,wisesight_test,1,neutral,positive,0.8329056
ฮอตพอตแถวนี้มีไหน5555,0,wisesight_test,1,neutral,positive,0.8327995
ชอบเพราะ Biore UV Aqua Rich Watery Essence SPF50+ PA++++ สูตรใหม่ #กันน้ำกันเหงื่อ และปกป้องการทำร้ายผิวถึงชั้นคอลลาเจนจากแสงแดด,0,wisesight_test,1,neutral,positive,0.8325138
ช่วงที่1| มาดูคุณธนาธรแก้ปัญหาฝุ่น PM 2.5 แบบเฉียบๆ #เปิดใจกับป๊อกกี้ #ไทยรัฐเลือกตั้ง62 #TheRapper2 #ไทยรัฐดีเบต,0,wisesight_test,1,neutral,positive,0.8313853
เบียร์ช้าง ขวดละ 120 /3 ขวด 360 น้ำ ขวดละ 50/2 ขวด 100 โค้ก ขวดละ 60 😱😱😱 แพงมากกว่า 2 เท่าตัวอีก,2,wisesight_test,1,neutral,negative,0.8307641
#innisfree super volcanic pore clay mask น้องคนนี้ช่วยกระชับรูขุมขน ทำความสะอาดสิ่งสกปรกจากรูขุมขน แถมลดความมันบนใบหน้าได้ด้วยน้า 🌿💚 #howtoperfect #ชี้เป้าโปรถูก #ถูกและดี #ripไอดอ #ถูกบอกต่อ #ของมันต้องMe #พื้นที่โปร #ไว้ขายของห้ามรีวิวโว้ย #ไว้ขายของห้ามรีวิวโว้ยย,0,wisesight_test,1,neutral,positive,0.8302596
ได้หมดถ้าสดชื่น...555,0,wisesight_test,1,neutral,positive,0.8301202
มันก็ออกมาบอกคนที่เป็นพ่อเป็นแม่ พอพ่อแม่ฟังข่าวเสร๊จก็มาบอกลูกบอกหลานที่สูบ แล้วก็ต้องอธิบายความจริงกันชุดใหญ่ แล้วลูกหลานเคยเถียงพ่อแม่ชนะบ้างมั้ยคัฟ,1,wisesight_test,2,negative,neutral,0.8295509
ลีโออยากกินลีโอ,1,wisesight_test,0,positive,neutral,0.82845604
"อาจไม่พ่นหมึกดำเหมือนวีโก้ อาจไม่วางเทอร์โบเหมือนเชฟเขา อาจไม่เหมือนพี่ดีแม็คที่ไล่เบา แค่""วีออส""คันเก่าๆเขาไม่มอง",1,wisesight_test,2,negative,neutral,0.8280605
มอเตอร์ไซร์ขึ่ย้อนศร มอร์เตอร์ไซร์ขี่บนทางเท้า,2,wisesight_test,1,neutral,negative,0.82509005
ยุบ้านมีห้างแต่ไม่มีฮอทพอท,1,wisesight_test,2,negative,neutral,0.8246285
มึงเลี้ยงอะๆ55555,0,wisesight_test,1,neutral,positive,0.8241886
อยากได้เตาอบ,1,wisesight_test,0,positive,neutral,0.82363784
ว้าววว ชีสยืด ยืดดดดดดดด ^^,0,wisesight_test,1,neutral,positive,0.82218724
เบอร์8อิโดนิเชียเล่นดีจิงๆแต่ไทยก็ไม่คมถ้าเล่นแบบนี้ก็ยุแต่ในอาเชียนเถอะคับ คลองบอลก็น้อยกว่าเขา โค๊ชใหม่ก็ไม่เข้าใจเท่ากับโค๊ชคนไทยด้วยกัน บอลไทยกำลังกลับไปยุในยุกเดิม มืดมน ขอบคุณเบียร์ช้างที่สนับสนุน ผมอย่างเป็นทางการ,1,wisesight_test,2,negative,neutral,0.82199156
นอกจากที่ยืนปัสสวะสำหรับผู้หญิงแล้ว เราก็ยังจับได้ u beer 1 ลัง ขอขอบพระคุณบ้านงานเป็นอย่างสูง #ไม่คิดไม่ฝันว่าจะได้รางวัลใหญ่กับเค้า #ไม่เคยมีดวงทางด้านนี้ #เค้าท์หลอกดาวน์ #รัชบาร์32,2,wisesight_test,1,neutral,negative,0.8208537
Want,0,wisesight_test,1,neutral,positive,0.820692
พวกไม่ชัดเจนกับไม่เหลือเนี่ย ส่วนมากชื่อพรรคก็จะเว่อๆหน่อย5555555555,1,wisesight_test,2,negative,neutral,0.82053256
ไปบ๋อ,1,wisesight_test,0,positive,neutral,0.81998414
หมดเกลี้ยง,0,wisesight_test,1,neutral,positive,0.8196828
คับๆคืนนี้สั่ง,1,wisesight_test,0,positive,neutral,0.81938916
เสียใจข่ะ,2,wisesight_test,1,neutral,negative,0.8188535
ไปไหนอีก,1,wisesight_test,0,positive,neutral,0.8178101
อยากได้กันแดดกานีเย่,1,wisesight_test,0,positive,neutral,0.81777984
ลืมดูว่ะ ร้านไหนดีๆ,0,wisesight_test,1,neutral,positive,0.8168225
เลี้ยง hotpot รอเลยยย,0,wisesight_test,1,neutral,positive,0.8166412
จานใหญ่จริงๆ😒 ใหญ่แต่จานจริงๆ☹️ #mk,2,wisesight_test,1,neutral,negative,0.81657165
C-HR มาแนวลดต้นทุนกับวัสดุ ตะเข็บหลอก ตามวิถีโตโยต้าเวย์ ระบบขับเคลื่อนและเครื่องยนต์คงจะเทียบชั้นกับ AWD+boxer engine ไม่ได้ เปรียบเหมือนนักมวยชกข้ามรุ่น,2,wisesight_test,1,neutral,negative,0.8139721
5555 มันมะลำ บอกเลยย,2,wisesight_test,1,neutral,negative,0.8121417
รำ,2,wisesight_test,1,neutral,negative,0.81112605
มาเลี้ยงด้วยตอนกลับ,0,wisesight_test,1,neutral,positive,0.80931437
รีบเรย,0,wisesight_test,1,neutral,positive,0.8092683
นี่โปรใหมา,0,wisesight_test,1,neutral,positive,0.80903494
พลีส.,0,wisesight_test,1,neutral,positive,0.8090155
ถ้านิสสันออกแบบให้สวยดูดีกล้ายกสูงฟอร์ดหรือค่ายอื่นๆคงไม่แซงหน้า,0,wisesight_test,2,negative,positive,0.8087601
เดียวพอนานๆไปเค้าเเจกนิ เชื่อตะเอาไปไหนไม่ตรึก 555 แค่กินเบียช้างตามร้านเหล้าเค้าก้เเจกแล้ว. เดียวเอาไว้ไห้,1,wisesight_test,2,negative,neutral,0.8076034
เพราะเห็นรุ่นน้องใช่แล้วเห็นว่าดี พี่เลยซื้อมาใช่บ้าง แล้วทาง Snailwhite Gold เห็นว่าพี่แป้งใช่เลยให้พี่มาเป็นพีเซ็นเตอร์นี้,0,wisesight_test,1,neutral,positive,0.8074013
โดนผีสิงห์ .. ลุกมะไหวเบยยย #singha,2,wisesight_test,1,neutral,negative,0.80573744
คือกูไม่เคยใช้พวกนี้เลย กูใชันีเวีย ช้าแต่ชัวถึงกูไม่ขาวแต่กูเนียน,1,wisesight_test,2,negative,neutral,0.8056232
รุ่งฤดี แปงนุจาฟิวเจอร์พาร์คมีนะ🤪,0,wisesight_test,1,neutral,positive,0.8053664
เรื่องมันเศร้า,2,wisesight_test,1,neutral,negative,0.80159986
เตรียมท้องไว้ละนะ,0,wisesight_test,1,neutral,positive,0.8015832
ชิ้นส่วนนี้คือรถ TOYOTA C-HR,0,wisesight_test,1,neutral,positive,0.80125815
ป่าวๆ แคมรี่มีโปรล่อ แอคขอดเลยขายไม่ออก อ่านยัง,1,wisesight_test,2,negative,neutral,0.8001475
ของเมื้อวานยังไม่ออกเลย เก็บไว้ก่อนรอสัก4-5วัน555,1,wisesight_test,2,negative,neutral,0.7997695
เปิดคนให้ด่าได้แล้วหรอคะ แหมมม อิห่า เปิดราคา CHR กลัวขายดีหรอคะ ดูรถที่ราคาสมเหตุสมผลที่สุดตอนนี้คือ sienta,2,wisesight_test,1,neutral,negative,0.7992994
"ยอดขายรถยนต์กลุ่ม C-Segment ในเดือนกุมภาพันธ์ที่ผ่านมา Honda Civic นั้นยังคงครองอันดับ 1 ตั้งแต่เปิดตัว ด้วยยอดขายกว่า 2,000 คันทุกเดือน . ขณะที่ในกลุ่ม D-Segment นั้น Toyota Camry และ Honda Accord นั้นยังคงเป็นคู่ปรับตลอดกาล ซึ่งทั้งคู่ต่างก็มีรุ่น Hybrid ทำตลาดเช่นกัน โดยอันดับ 1 นั้นตกเป็นของ Honda Accord ตามาด้วย Toyota Camry และ Nissan Teana ตามลำดับ . ใครสนใจรถค่ายนี้อยู่ไปดูกันครับว่ามีรุ่นไหนเด็ดๆ อีกบ้าง",0,wisesight_test,1,neutral,positive,0.7992525
กำลังอยากกิน เห็นรูปนี้จบเลย 5555,1,wisesight_test,0,positive,neutral,0.79889387
ณ.เวลานี้ Isuzu สุดยอดครับ,0,wisesight_test,1,neutral,positive,0.79852706
ลด 20% จาก ราคา 299 ใช่หรือไม่ ครับ,0,wisesight_test,1,neutral,positive,0.7978863
ชอบเทคโนโลยี เครี่องยนต์ดีเซลในhonda crv เพราะว่าเครี่องยนต์แรงประหยัดน้ำมันเป็นมิตรต่อสิ่งแวดล้อมได้อีกด้วย #TheFuturesWhatWeCreate,0,wisesight_test,1,neutral,positive,0.79674476
ก็ว่าทำไมพรีอุสถึงไม่ค่อยเห็น,1,wisesight_test,2,negative,neutral,0.7960759
จังหวัดตรังครับ เพราะถ้าจะกิน MK เราต้องมีตรัง,0,wisesight_test,1,neutral,positive,0.7953956
ไม่รู้ว่ะรู้แต่กินอะไรไม่อร่อย..แดร่กสปาย4ขวดเมานอนนับดาว,1,wisesight_test,2,negative,neutral,0.7952394
คือรถคว่ำอะมีสติแค่ไหนก็คือสำลักน้ำอยู่ดี ขนาดแค่ก้มสระผมยังหายใจไม่ออกเลย,1,wisesight_test,2,negative,neutral,0.793801
ขอบพระคุณที่ชื่นชอบในผลิตภัณฑ์บิโอเรค่ะ,0,wisesight_test,1,neutral,positive,0.79367316
แถวมอ.~,0,wisesight_test,1,neutral,positive,0.79342455
เมื่อไรดีน้อ,0,wisesight_test,1,neutral,positive,0.79303193
เงียบฉี่,2,wisesight_test,1,neutral,negative,0.7920343
ตามครับ..เพราะใช้ Honda. อยู่..,2,wisesight_test,1,neutral,negative,0.7917301
ถูกกกกกก 5555,1,wisesight_test,0,positive,neutral,0.7904065
ถ้าไม่ใช้คูปอง ส่งมาทางนี้ได้นะคะ,0,wisesight_test,1,neutral,positive,0.7901025
รอเงินออกหน่องโอปะ อยากซื้อnyx มันลด50%,0,wisesight_test,1,neutral,positive,0.7892098
หมอปัจจุบัน รักษาไม่หาย รอวันตายอย่างเดียว หมอแสงคือทางเลือกใหม่ ของคนหลายคน เหมือนตายแล้วเกิดใหม่ ขอภาวนาให้ผู้ที่เป็น หายจากโรคมะเร็ง กันทุกคน,1,wisesight_test,2,negative,neutral,0.78898734
ชอบ Honda jazz สวย งานดี รถในฝันเลย ถ้าคิดถึงเรื่องรถยนต์ Hondaคือแบร์นเดียวในใจเลยค่ะ,0,wisesight_test,1,neutral,positive,0.78856325
อ่านย่อหน้าสุดท้าย คือจบเลย รถดีๆอย่างNissan ทำไมการตลาดต้องแย่กว่าเพื่อน รอNew SylphyกับTeanaอย่างจริงจัง ไม่รู้อนาคตในไทยจะเป็นยังไงกับรถC-D Segment ของNissan,1,wisesight_test,2,negative,neutral,0.7885082
มันต้องแบบนี้ครับออกมายอมรับผิดชอบแบบนนี้ ว่าแต่เมื่อไรกอนจะจัดโปรบุฟเฟ่ต์,0,wisesight_test,2,negative,positive,0.78837895
แสดงว่านังฟ้ามันรวยพอตัว เพราะมันกินแบล็ค ปกติก็ก็แค่285 (อ่านนส.8บันทัดต่อปี),1,wisesight_test,2,negative,neutral,0.78725725
เลี้ยงสิคับ 😁😁😁,0,wisesight_test,1,neutral,positive,0.7847496
หีวววววว ข อ ง ห ว า น,0,wisesight_test,1,neutral,positive,0.7837053
งื้ออออิ,0,wisesight_test,1,neutral,positive,0.7816978
มีปล่อยอิสระบ้าง แต่ส่วนมากไม่ถึงชั่วโมง เป็นเวลากินข้าว หรือไม่ก็ให้นั่งให้ยืนโง่ๆ การบรีฟงานก็ห่วย ไม่ต้องบรีฟก็ได้ ถึงเวลาจริงการบรีฟไม่ช่วยอะไรเลย บอกมีปัญหาให้ติดต่อสตาฟบางคน ถึงเวลาจริงติดต่อไม่ได้ ถ้ารับมือไม่ได้ก็โดนด่าทั้งลูกค้าทั้งจากบริษัทเอง,1,wisesight_test,2,negative,neutral,0.78122187
ดีนะที่เราใช้การ์นิเย่ พอนด์ ซองยี่สิบบาท ปลอดภัยสบายกระเป๋า,0,wisesight_test,1,neutral,positive,0.78110164
ไปทำไร,1,wisesight_test,0,positive,neutral,0.78101754
